5	0.145	0.166252151197444	0.1928	0.1680626867173873	1.8779	0.302103900449277
6	0.0468	0.015859101838096353	0.0685	0.09246771208253061	1.2212	0.458884347569673
7	0.027700000000000002	0.0063953107821277935	0.0339	0.007809538327512638	1.1124	0.6342975467221813
8	0.0223	0.003591656999213594	0.034	0.013283239230114183	2.9105	3.101321770184806
9	0.0244	0.008030497424748288	0.0329	0.017090933268841698	4.9681	3.333875104305965
10	0.0245	0.008316649966583099	0.0328	0.013011106366827107	32.8971	43.15805321386857
11	0.0322	0.009930872178324631	0.0426	0.016433029070881743	61.7104	41.862178085288924
12	0.0311	0.009527154174603593	0.05	0.03045579674800112	331.726	351.612023708582
13	0.0316	0.01233963802818651	0.0458	0.01836542645540497	809.6969	777.1961690798033
14	0.0445	0.020727062288494025	0.0609	0.019145350465437933	1265.6983	773.9966437380649
15	0.0561	0.015566702355419475	0.0574	0.017957975634488674	3836.1955000000003	7298.5074745491365
